Stars,Company,Words_Headline,Words_Comment
4,E.ON Energie Deutschland GmbH,3.0,0.0
4,E.ON Energie Deutschland GmbH,2.0,0.0
4,E.ON Energie Deutschland GmbH,3.0,0.0
3,E.ON Energie Deutschland GmbH,5.0,14.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
1,E.ON Energie Deutschland GmbH,1.0,39.0
5,E.ON Energie Deutschland GmbH,2.0,7.0
5,E.ON Energie Deutschland GmbH,2.0,8.0
5,E.ON Energie Deutschland GmbH,3.0,12.0
1,E.ON Energie Deutschland GmbH,6.0,102.0
5,E.ON Energie Deutschland GmbH,2.0,5.0
5,E.ON Energie Deutschland GmbH,2.0,12.0
1,E.ON Energie Deutschland GmbH,2.0,57.0
3,E.ON Energie Deutschland GmbH,3.0,20.0
5,E.ON Energie Deutschland GmbH,2.0,12.0
3,E.ON Energie Deutschland GmbH,8.0,38.0
4,E.ON Energie Deutschland GmbH,3.0,26.0
5,E.ON Energie Deutschland GmbH,4.0,6.0
3,E.ON Energie Deutschland GmbH,6.0,13.0
1,E.ON Energie Deutschland GmbH,4.0,19.0
1,E.ON Energie Deutschland GmbH,6.0,47.0
5,E.ON Energie Deutschland GmbH,2.0,21.0
3,E.ON Energie Deutschland GmbH,2.0,7.0
5,E.ON Energie Deutschland GmbH,1.0,5.0
1,E.ON Energie Deutschland GmbH,5.0,28.0
5,E.ON Energie Deutschland GmbH,1.0,31.0
5,E.ON Energie Deutschland GmbH,1.0,12.0
1,E.ON Energie Deutschland GmbH,5.0,14.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
3,E.ON Energie Deutschland GmbH,4.0,5.0
5,E.ON Energie Deutschland GmbH,4.0,34.0
5,E.ON Energie Deutschland GmbH,6.0,0.0
3,E.ON Energie Deutschland GmbH,3.0,26.0
5,E.ON Energie Deutschland GmbH,1.0,42.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
4,E.ON Energie Deutschland GmbH,2.0,7.0
5,E.ON Energie Deutschland GmbH,1.0,1.0
4,E.ON Energie Deutschland GmbH,3.0,37.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,11.0
1,E.ON Energie Deutschland GmbH,1.0,56.0
5,E.ON Energie Deutschland GmbH,1.0,8.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
2,E.ON Energie Deutschland GmbH,5.0,102.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
1,E.ON Energie Deutschland GmbH,7.0,28.0
5,E.ON Energie Deutschland GmbH,1.0,0.0
4,E.ON Energie Deutschland GmbH,3.0,4.0
5,E.ON Energie Deutschland GmbH,1.0,2.0
5,E.ON Energie Deutschland GmbH,6.0,16.0
5,E.ON Energie Deutschland GmbH,1.0,9.0
2,E.ON Energie Deutschland GmbH,1.0,10.0
1,E.ON Energie Deutschland GmbH,3.0,69.0
1,E.ON Energie Deutschland GmbH,1.0,53.0
1,E.ON Energie Deutschland GmbH,4.0,28.0
5,E.ON Energie Deutschland GmbH,2.0,20.0
1,E.ON Energie Deutschland GmbH,5.0,13.0
5,E.ON Energie Deutschland GmbH,5.0,11.0
4,E.ON Energie Deutschland GmbH,7.0,26.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,1.0,5.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,10.0
1,E.ON Energie Deutschland GmbH,3.0,89.0
1,E.ON Energie Deutschland GmbH,7.0,24.0
5,E.ON Energie Deutschland GmbH,3.0,12.0
3,E.ON Energie Deutschland GmbH,5.0,17.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
3,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,23.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
1,E.ON Energie Deutschland GmbH,6.0,42.0
4,E.ON Energie Deutschland GmbH,6.0,46.0
1,E.ON Energie Deutschland GmbH,7.0,67.0
5,E.ON Energie Deutschland GmbH,6.0,0.0
1,E.ON Energie Deutschland GmbH,3.0,21.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
3,E.ON Energie Deutschland GmbH,1.0,16.0
4,E.ON Energie Deutschland GmbH,6.0,39.0
4,E.ON Energie Deutschland GmbH,4.0,30.0
4,E.ON Energie Deutschland GmbH,5.0,0.0
3,E.ON Energie Deutschland GmbH,5.0,29.0
5,E.ON Energie Deutschland GmbH,3.0,27.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,18.0
3,E.ON Energie Deutschland GmbH,1.0,102.0
5,E.ON Energie Deutschland GmbH,4.0,11.0
4,E.ON Energie Deutschland GmbH,5.0,6.0
4,E.ON Energie Deutschland GmbH,5.0,10.0
2,E.ON Energie Deutschland GmbH,2.0,11.0
5,E.ON Energie Deutschland GmbH,2.0,29.0
5,E.ON Energie Deutschland GmbH,6.0,13.0
2,E.ON Energie Deutschland GmbH,4.0,13.0
1,E.ON Energie Deutschland GmbH,1.0,35.0
5,E.ON Energie Deutschland GmbH,1.0,30.0
5,E.ON Energie Deutschland GmbH,5.0,0.0
1,E.ON Energie Deutschland GmbH,9.0,96.0
5,E.ON Energie Deutschland GmbH,4.0,17.0
3,E.ON Energie Deutschland GmbH,6.0,38.0
5,E.ON Energie Deutschland GmbH,5.0,7.0
1,E.ON Energie Deutschland GmbH,6.0,102.0
5,E.ON Energie Deutschland GmbH,6.0,10.0
5,E.ON Energie Deutschland GmbH,6.0,0.0
1,E.ON Energie Deutschland GmbH,6.0,15.0
5,E.ON Energie Deutschland GmbH,5.0,45.0
5,E.ON Energie Deutschland GmbH,4.0,5.0
3,E.ON Energie Deutschland GmbH,4.0,60.0
5,E.ON Energie Deutschland GmbH,6.0,0.0
1,E.ON Energie Deutschland GmbH,5.0,102.0
5,E.ON Energie Deutschland GmbH,5.0,10.0
5,E.ON Energie Deutschland GmbH,5.0,8.0
5,E.ON Energie Deutschland GmbH,3.0,4.0
1,E.ON Energie Deutschland GmbH,4.0,48.0
5,E.ON Energie Deutschland GmbH,5.0,8.0
3,E.ON Energie Deutschland GmbH,6.0,69.0
5,E.ON Energie Deutschland GmbH,6.0,0.0
1,E.ON Energie Deutschland GmbH,3.0,30.0
5,E.ON Energie Deutschland GmbH,1.0,39.0
1,E.ON Energie Deutschland GmbH,5.0,62.0
5,E.ON Energie Deutschland GmbH,8.0,34.0
5,E.ON Energie Deutschland GmbH,1.0,29.0
5,E.ON Energie Deutschland GmbH,2.0,4.0
1,E.ON Energie Deutschland GmbH,4.0,29.0
5,E.ON Energie Deutschland GmbH,6.0,18.0
2,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,9.0
4,E.ON Energie Deutschland GmbH,5.0,0.0
4,E.ON Energie Deutschland GmbH,5.0,5.0
5,E.ON Energie Deutschland GmbH,6.0,11.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,5.0,12.0
5,E.ON Energie Deutschland GmbH,2.0,2.0
5,E.ON Energie Deutschland GmbH,3.0,15.0
5,E.ON Energie Deutschland GmbH,7.0,14.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,5.0,9.0
5,E.ON Energie Deutschland GmbH,5.0,7.0
1,E.ON Energie Deutschland GmbH,4.0,26.0
5,E.ON Energie Deutschland GmbH,2.0,19.0
1,E.ON Energie Deutschland GmbH,2.0,48.0
5,E.ON Energie Deutschland GmbH,2.0,7.0
5,E.ON Energie Deutschland GmbH,5.0,16.0
5,E.ON Energie Deutschland GmbH,5.0,46.0
5,E.ON Energie Deutschland GmbH,6.0,7.0
5,E.ON Energie Deutschland GmbH,5.0,5.0
4,E.ON Energie Deutschland GmbH,1.0,3.0
5,E.ON Energie Deutschland GmbH,4.0,5.0
5,E.ON Energie Deutschland GmbH,6.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,5.0
5,E.ON Energie Deutschland GmbH,6.0,23.0
1,E.ON Energie Deutschland GmbH,6.0,18.0
5,E.ON Energie Deutschland GmbH,10.0,43.0
5,E.ON Energie Deutschland GmbH,2.0,7.0
5,E.ON Energie Deutschland GmbH,2.0,6.0
1,E.ON Energie Deutschland GmbH,5.0,102.0
5,E.ON Energie Deutschland GmbH,1.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,10.0,37.0
5,E.ON Energie Deutschland GmbH,6.0,11.0
5,E.ON Energie Deutschland GmbH,5.0,7.0
5,E.ON Energie Deutschland GmbH,6.0,8.0
1,E.ON Energie Deutschland GmbH,1.0,77.0
1,E.ON Energie Deutschland GmbH,8.0,28.0
2,E.ON Energie Deutschland GmbH,4.0,60.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,8.0
5,E.ON Energie Deutschland GmbH,6.0,8.0
5,E.ON Energie Deutschland GmbH,7.0,11.0
5,E.ON Energie Deutschland GmbH,3.0,5.0
1,E.ON Energie Deutschland GmbH,3.0,32.0
5,E.ON Energie Deutschland GmbH,5.0,26.0
4,E.ON Energie Deutschland GmbH,3.0,11.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
1,E.ON Energie Deutschland GmbH,4.0,27.0
1,E.ON Energie Deutschland GmbH,3.0,52.0
5,E.ON Energie Deutschland GmbH,1.0,4.0
1,E.ON Energie Deutschland GmbH,5.0,49.0
5,E.ON Energie Deutschland GmbH,5.0,0.0
4,E.ON Energie Deutschland GmbH,2.0,18.0
5,E.ON Energie Deutschland GmbH,4.0,39.0
5,E.ON Energie Deutschland GmbH,2.0,9.0
3,E.ON Energie Deutschland GmbH,7.0,37.0
5,E.ON Energie Deutschland GmbH,1.0,10.0
1,E.ON Energie Deutschland GmbH,4.0,32.0
5,E.ON Energie Deutschland GmbH,6.0,7.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
4,E.ON Energie Deutschland GmbH,1.0,12.0
5,E.ON Energie Deutschland GmbH,3.0,6.0
5,E.ON Energie Deutschland GmbH,3.0,3.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
4,E.ON Energie Deutschland GmbH,6.0,0.0
4,E.ON Energie Deutschland GmbH,3.0,56.0
5,E.ON Energie Deutschland GmbH,6.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,13.0
1,E.ON Energie Deutschland GmbH,4.0,74.0
4,E.ON Energie Deutschland GmbH,3.0,4.0
5,E.ON Energie Deutschland GmbH,4.0,5.0
5,E.ON Energie Deutschland GmbH,5.0,8.0
4,E.ON Energie Deutschland GmbH,1.0,0.0
5,E.ON Energie Deutschland GmbH,1.0,3.0
2,E.ON Energie Deutschland GmbH,5.0,53.0
4,E.ON Energie Deutschland GmbH,2.0,56.0
1,E.ON Energie Deutschland GmbH,3.0,101.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
4,E.ON Energie Deutschland GmbH,1.0,3.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
4,E.ON Energie Deutschland GmbH,2.0,31.0
5,E.ON Energie Deutschland GmbH,3.0,9.0
5,E.ON Energie Deutschland GmbH,2.0,15.0
5,E.ON Energie Deutschland GmbH,2.0,18.0
5,E.ON Energie Deutschland GmbH,2.0,4.0
5,E.ON Energie Deutschland GmbH,1.0,13.0
5,E.ON Energie Deutschland GmbH,1.0,12.0
5,E.ON Energie Deutschland GmbH,3.0,10.0
5,E.ON Energie Deutschland GmbH,6.0,0.0
1,E.ON Energie Deutschland GmbH,4.0,28.0
3,E.ON Energie Deutschland GmbH,1.0,8.0
5,E.ON Energie Deutschland GmbH,1.0,6.0
3,E.ON Energie Deutschland GmbH,2.0,8.0
1,E.ON Energie Deutschland GmbH,3.0,48.0
5,E.ON Energie Deutschland GmbH,3.0,26.0
5,E.ON Energie Deutschland GmbH,5.0,12.0
5,E.ON Energie Deutschland GmbH,2.0,9.0
5,E.ON Energie Deutschland GmbH,2.0,3.0
5,E.ON Energie Deutschland GmbH,5.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,6.0
5,E.ON Energie Deutschland GmbH,3.0,17.0
5,E.ON Energie Deutschland GmbH,6.0,9.0
1,E.ON Energie Deutschland GmbH,6.0,102.0
2,E.ON Energie Deutschland GmbH,6.0,29.0
5,E.ON Energie Deutschland GmbH,7.0,19.0
5,E.ON Energie Deutschland GmbH,4.0,15.0
5,E.ON Energie Deutschland GmbH,4.0,5.0
5,E.ON Energie Deutschland GmbH,5.0,13.0
5,E.ON Energie Deutschland GmbH,3.0,14.0
4,E.ON Energie Deutschland GmbH,1.0,6.0
1,E.ON Energie Deutschland GmbH,2.0,69.0
1,E.ON Energie Deutschland GmbH,4.0,29.0
1,E.ON Energie Deutschland GmbH,6.0,82.0
5,E.ON Energie Deutschland GmbH,7.0,13.0
5,E.ON Energie Deutschland GmbH,3.0,13.0
5,E.ON Energie Deutschland GmbH,2.0,5.0
5,E.ON Energie Deutschland GmbH,6.0,17.0
1,E.ON Energie Deutschland GmbH,5.0,51.0
1,E.ON Energie Deutschland GmbH,3.0,83.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
1,E.ON Energie Deutschland GmbH,2.0,102.0
5,E.ON Energie Deutschland GmbH,10.0,44.0
3,E.ON Energie Deutschland GmbH,8.0,19.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,24.0
1,E.ON Energie Deutschland GmbH,10.0,102.0
4,E.ON Energie Deutschland GmbH,3.0,6.0
5,E.ON Energie Deutschland GmbH,3.0,18.0
5,E.ON Energie Deutschland GmbH,4.0,2.0
1,E.ON Energie Deutschland GmbH,3.0,46.0
4,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,1.0,4.0
3,E.ON Energie Deutschland GmbH,4.0,27.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
4,E.ON Energie Deutschland GmbH,1.0,8.0
5,E.ON Energie Deutschland GmbH,1.0,4.0
4,E.ON Energie Deutschland GmbH,5.0,6.0
5,E.ON Energie Deutschland GmbH,2.0,5.0
5,E.ON Energie Deutschland GmbH,8.0,12.0
5,E.ON Energie Deutschland GmbH,4.0,11.0
4,E.ON Energie Deutschland GmbH,9.0,16.0
4,E.ON Energie Deutschland GmbH,4.0,17.0
4,E.ON Energie Deutschland GmbH,7.0,40.0
5,E.ON Energie Deutschland GmbH,2.0,10.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
4,E.ON Energie Deutschland GmbH,5.0,6.0
4,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,7.0,19.0
3,E.ON Energie Deutschland GmbH,7.0,13.0
4,E.ON Energie Deutschland GmbH,5.0,0.0
3,E.ON Energie Deutschland GmbH,6.0,35.0
5,E.ON Energie Deutschland GmbH,5.0,20.0
3,E.ON Energie Deutschland GmbH,6.0,12.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
1,E.ON Energie Deutschland GmbH,6.0,9.0
3,E.ON Energie Deutschland GmbH,4.0,38.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,2.0
3,E.ON Energie Deutschland GmbH,4.0,26.0
5,E.ON Energie Deutschland GmbH,4.0,3.0
4,E.ON Energie Deutschland GmbH,3.0,9.0
5,E.ON Energie Deutschland GmbH,1.0,4.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
4,E.ON Energie Deutschland GmbH,10.0,4.0
5,E.ON Energie Deutschland GmbH,5.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,22.0
5,E.ON Energie Deutschland GmbH,5.0,24.0
4,E.ON Energie Deutschland GmbH,5.0,27.0
5,E.ON Energie Deutschland GmbH,3.0,7.0
3,E.ON Energie Deutschland GmbH,3.0,62.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
1,E.ON Energie Deutschland GmbH,2.0,14.0
5,E.ON Energie Deutschland GmbH,5.0,6.0
5,E.ON Energie Deutschland GmbH,7.0,33.0
4,E.ON Energie Deutschland GmbH,5.0,16.0
4,E.ON Energie Deutschland GmbH,2.0,4.0
5,E.ON Energie Deutschland GmbH,4.0,29.0
4,E.ON Energie Deutschland GmbH,1.0,1.0
5,E.ON Energie Deutschland GmbH,2.0,9.0
5,E.ON Energie Deutschland GmbH,4.0,25.0
5,E.ON Energie Deutschland GmbH,7.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,5.0,11.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,40.0
5,E.ON Energie Deutschland GmbH,2.0,18.0
5,E.ON Energie Deutschland GmbH,1.0,3.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,5.0
1,E.ON Energie Deutschland GmbH,7.0,10.0
5,E.ON Energie Deutschland GmbH,6.0,24.0
4,E.ON Energie Deutschland GmbH,2.0,0.0
3,E.ON Energie Deutschland GmbH,6.0,34.0
5,E.ON Energie Deutschland GmbH,3.0,2.0
5,E.ON Energie Deutschland GmbH,7.0,13.0
5,E.ON Energie Deutschland GmbH,4.0,10.0
1,E.ON Energie Deutschland GmbH,5.0,45.0
5,E.ON Energie Deutschland GmbH,3.0,6.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,27.0
5,E.ON Energie Deutschland GmbH,5.0,5.0
5,E.ON Energie Deutschland GmbH,1.0,0.0
4,E.ON Energie Deutschland GmbH,4.0,0.0
4,E.ON Energie Deutschland GmbH,4.0,0.0
4,E.ON Energie Deutschland GmbH,1.0,17.0
4,E.ON Energie Deutschland GmbH,3.0,13.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
4,E.ON Energie Deutschland GmbH,2.0,6.0
2,E.ON Energie Deutschland GmbH,5.0,24.0
1,E.ON Energie Deutschland GmbH,6.0,46.0
4,E.ON Energie Deutschland GmbH,7.0,31.0
1,E.ON Energie Deutschland GmbH,7.0,28.0
5,E.ON Energie Deutschland GmbH,7.0,8.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,1.0,6.0
1,E.ON Energie Deutschland GmbH,4.0,102.0
2,E.ON Energie Deutschland GmbH,4.0,102.0
5,E.ON Energie Deutschland GmbH,3.0,23.0
5,E.ON Energie Deutschland GmbH,4.0,12.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,6.0,32.0
3,E.ON Energie Deutschland GmbH,3.0,0.0
1,E.ON Energie Deutschland GmbH,1.0,4.0
3,E.ON Energie Deutschland GmbH,1.0,35.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,10.0
5,E.ON Energie Deutschland GmbH,5.0,0.0
3,E.ON Energie Deutschland GmbH,7.0,20.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,5.0,6.0
5,E.ON Energie Deutschland GmbH,6.0,13.0
5,E.ON Energie Deutschland GmbH,5.0,0.0
5,E.ON Energie Deutschland GmbH,1.0,4.0
1,E.ON Energie Deutschland GmbH,4.0,26.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
3,E.ON Energie Deutschland GmbH,4.0,36.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,5.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
4,E.ON Energie Deutschland GmbH,4.0,12.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
2,E.ON Energie Deutschland GmbH,5.0,7.0
5,E.ON Energie Deutschland GmbH,6.0,26.0
4,E.ON Energie Deutschland GmbH,4.0,27.0
4,E.ON Energie Deutschland GmbH,2.0,12.0
5,E.ON Energie Deutschland GmbH,2.0,6.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,5.0,0.0
4,E.ON Energie Deutschland GmbH,3.0,25.0
5,E.ON Energie Deutschland GmbH,5.0,10.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,7.0,11.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
3,E.ON Energie Deutschland GmbH,1.0,23.0
5,E.ON Energie Deutschland GmbH,1.0,1.0
4,E.ON Energie Deutschland GmbH,3.0,11.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
4,E.ON Energie Deutschland GmbH,3.0,31.0
4,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,9.0,30.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,12.0
5,E.ON Energie Deutschland GmbH,3.0,15.0
5,E.ON Energie Deutschland GmbH,6.0,9.0
5,E.ON Energie Deutschland GmbH,5.0,10.0
5,E.ON Energie Deutschland GmbH,2.0,6.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,6.0,8.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
3,E.ON Energie Deutschland GmbH,6.0,22.0
5,E.ON Energie Deutschland GmbH,2.0,3.0
5,E.ON Energie Deutschland GmbH,1.0,0.0
3,E.ON Energie Deutschland GmbH,5.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,6.0
5,E.ON Energie Deutschland GmbH,4.0,6.0
4,E.ON Energie Deutschland GmbH,4.0,5.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,7.0,16.0
1,E.ON Energie Deutschland GmbH,4.0,10.0
1,E.ON Energie Deutschland GmbH,4.0,15.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
4,E.ON Energie Deutschland GmbH,2.0,12.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,26.0
5,E.ON Energie Deutschland GmbH,6.0,14.0
5,E.ON Energie Deutschland GmbH,4.0,18.0
1,E.ON Energie Deutschland GmbH,2.0,29.0
4,E.ON Energie Deutschland GmbH,2.0,41.0
1,E.ON Energie Deutschland GmbH,1.0,32.0
1,E.ON Energie Deutschland GmbH,5.0,102.0
3,E.ON Energie Deutschland GmbH,7.0,102.0
5,E.ON Energie Deutschland GmbH,5.0,17.0
5,E.ON Energie Deutschland GmbH,3.0,7.0
4,E.ON Energie Deutschland GmbH,1.0,8.0
5,E.ON Energie Deutschland GmbH,7.0,23.0
5,E.ON Energie Deutschland GmbH,6.0,13.0
4,E.ON Energie Deutschland GmbH,1.0,8.0
2,E.ON Energie Deutschland GmbH,2.0,45.0
5,E.ON Energie Deutschland GmbH,2.0,4.0
5,E.ON Energie Deutschland GmbH,2.0,13.0
5,E.ON Energie Deutschland GmbH,5.0,31.0
5,E.ON Energie Deutschland GmbH,10.0,50.0
5,E.ON Energie Deutschland GmbH,3.0,10.0
5,E.ON Energie Deutschland GmbH,1.0,14.0
5,E.ON Energie Deutschland GmbH,6.0,0.0
1,E.ON Energie Deutschland GmbH,4.0,38.0
4,E.ON Energie Deutschland GmbH,3.0,6.0
5,E.ON Energie Deutschland GmbH,4.0,8.0
5,E.ON Energie Deutschland GmbH,1.0,5.0
5,E.ON Energie Deutschland GmbH,5.0,25.0
5,E.ON Energie Deutschland GmbH,4.0,15.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,8.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,7.0,16.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,6.0
1,E.ON Energie Deutschland GmbH,1.0,13.0
5,E.ON Energie Deutschland GmbH,3.0,14.0
5,E.ON Energie Deutschland GmbH,7.0,27.0
5,E.ON Energie Deutschland GmbH,6.0,40.0
4,E.ON Energie Deutschland GmbH,4.0,44.0
5,E.ON Energie Deutschland GmbH,2.0,7.0
5,E.ON Energie Deutschland GmbH,8.0,14.0
5,E.ON Energie Deutschland GmbH,4.0,34.0
5,E.ON Energie Deutschland GmbH,3.0,4.0
5,E.ON Energie Deutschland GmbH,4.0,10.0
5,E.ON Energie Deutschland GmbH,3.0,22.0
5,E.ON Energie Deutschland GmbH,3.0,11.0
4,E.ON Energie Deutschland GmbH,6.0,12.0
4,E.ON Energie Deutschland GmbH,4.0,5.0
5,E.ON Energie Deutschland GmbH,3.0,5.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
1,E.ON Energie Deutschland GmbH,2.0,37.0
5,E.ON Energie Deutschland GmbH,1.0,16.0
5,E.ON Energie Deutschland GmbH,7.0,0.0
4,E.ON Energie Deutschland GmbH,5.0,15.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
4,E.ON Energie Deutschland GmbH,3.0,4.0
3,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
3,E.ON Energie Deutschland GmbH,4.0,27.0
5,E.ON Energie Deutschland GmbH,8.0,22.0
5,E.ON Energie Deutschland GmbH,2.0,5.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
1,E.ON Energie Deutschland GmbH,4.0,8.0
1,E.ON Energie Deutschland GmbH,2.0,11.0
5,E.ON Energie Deutschland GmbH,2.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,10.0
5,E.ON Energie Deutschland GmbH,8.0,9.0
5,E.ON Energie Deutschland GmbH,2.0,6.0
5,E.ON Energie Deutschland GmbH,1.0,9.0
1,E.ON Energie Deutschland GmbH,4.0,11.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,4.0
2,E.ON Energie Deutschland GmbH,5.0,34.0
1,E.ON Energie Deutschland GmbH,8.0,85.0
1,E.ON Energie Deutschland GmbH,3.0,32.0
5,E.ON Energie Deutschland GmbH,2.0,6.0
1,E.ON Energie Deutschland GmbH,3.0,50.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
4,E.ON Energie Deutschland GmbH,2.0,14.0
5,E.ON Energie Deutschland GmbH,2.0,2.0
1,E.ON Energie Deutschland GmbH,6.0,102.0
5,E.ON Energie Deutschland GmbH,2.0,33.0
5,E.ON Energie Deutschland GmbH,6.0,22.0
1,E.ON Energie Deutschland GmbH,5.0,62.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
5,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,2.0,4.0
1,E.ON Energie Deutschland GmbH,1.0,41.0
5,E.ON Energie Deutschland GmbH,2.0,10.0
2,E.ON Energie Deutschland GmbH,5.0,24.0
4,E.ON Energie Deutschland GmbH,4.0,0.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
1,E.ON Energie Deutschland GmbH,3.0,45.0
5,E.ON Energie Deutschland GmbH,4.0,8.0
5,E.ON Energie Deutschland GmbH,3.0,0.0
4,E.ON Energie Deutschland GmbH,2.0,3.0
4,E.ON Energie Deutschland GmbH,5.0,20.0
4,E.ON Energie Deutschland GmbH,5.0,61.0
5,E.ON Energie Deutschland GmbH,7.0,42.0
